?qlexid	?qp	?qo
"aama:IDc83d6776-57a5-4c95-95b1-d98db05f0878"	"aama:lemma"	"masän-ä"
"aama:IDc83d6776-57a5-4c95-95b1-d98db05f0878"	"aama:lexlabel"	"msnB"
"aama:IDc83d6776-57a5-4c95-95b1-d98db05f0878"	"aama:pos"	"aama:verb"
"aama:IDc83d6776-57a5-4c95-95b1-d98db05f0878"	"aama:rootClass"	"aama:CCC"
"aama:IDc83d6776-57a5-4c95-95b1-d98db05f0878"	"aama:stemClass"	"aama:L"
"aama:IDcbc40efd-d7a3-43a6-ab0b-efa9c488f935"	"a"	"aama:lexid"
"aama:IDcbc40efd-d7a3-43a6-ab0b-efa9c488f935"	"aama:dervStem"	"aama:S"
"aama:IDcbc40efd-d7a3-43a6-ab0b-efa9c488f935"	"aama:gloss"	"speak"
"aama:IDcbc40efd-d7a3-43a6-ab0b-efa9c488f935"	"aama:lang"	"aama:geez"
"aama:IDcbc40efd-d7a3-43a6-ab0b-efa9c488f935"	"aama:lemma"	"angär-ä"
"aama:IDcbc40efd-d7a3-43a6-ab0b-efa9c488f935"	"aama:lexlabel"	"ngrS"
"aama:IDcbc40efd-d7a3-43a6-ab0b-efa9c488f935"	"aama:pos"	"aama:verb"
"aama:IDcbc40efd-d7a3-43a6-ab0b-efa9c488f935"	"aama:rootClass"	"aama:CCC"
"aama:IDcbc40efd-d7a3-43a6-ab0b-efa9c488f935"	"aama:stemClass"	"aama:A1"
"aama:IDcc450623-9bf9-4031-8aef-bbe1b629c85c"	"a"	"aama:lexid"
"aama:IDcc450623-9bf9-4031-8aef-bbe1b629c85c"	"aama:dervStem"	"aama:St"
"aama:IDcc450623-9bf9-4031-8aef-bbe1b629c85c"	"aama:gloss"	"speak"
"aama:IDcc450623-9bf9-4031-8aef-bbe1b629c85c"	"aama:lang"	"aama:geez"
"aama:IDcc450623-9bf9-4031-8aef-bbe1b629c85c"	"aama:lemma"	"astängär-ä"
"aama:IDcc450623-9bf9-4031-8aef-bbe1b629c85c"	"aama:lexlabel"	"ngrST"
"aama:IDcc450623-9bf9-4031-8aef-bbe1b629c85c"	"aama:pos"	"aama:verb"
"aama:IDcc450623-9bf9-4031-8aef-bbe1b629c85c"	"aama:rootClass"	"aama:CCC"
"aama:IDcc450623-9bf9-4031-8aef-bbe1b629c85c"	"aama:stemClass"	"aama:A1"
"aama:IDccb3ec4f-35ef-4c63-9411-48bf5ae54891"	"a"	"aama:lexid"
"aama:IDccb3ec4f-35ef-4c63-9411-48bf5ae54891"	"aama:dervStem"	"aama:T"
"aama:IDccb3ec4f-35ef-4c63-9411-48bf5ae54891"	"aama:gloss"	"stand"
"aama:IDccb3ec4f-35ef-4c63-9411-48bf5ae54891"	"aama:lang"	"aama:geez"
"aama:IDccb3ec4f-35ef-4c63-9411-48bf5ae54891"	"aama:lemma"	"täqäwm-ä"
"aama:IDccb3ec4f-35ef-4c63-9411-48bf5ae54891"	"aama:lexlabel"	"qwmT"
"aama:IDccb3ec4f-35ef-4c63-9411-48bf5ae54891"	"aama:pos"	"aama:verb"
"aama:IDccb3ec4f-35ef-4c63-9411-48bf5ae54891"	"aama:rootClass"	"aama:CWC"
"aama:IDccb3ec4f-35ef-4c63-9411-48bf5ae54891"	"aama:stemClass"	"aama:A"
"aama:IDccc5e061-135c-4141-af38-7663a960694c"	"a"	"aama:lexid"
"aama:IDccc5e061-135c-4141-af38-7663a960694c"	"aama:dervStem"	"aama:St"
"aama:IDccc5e061-135c-4141-af38-7663a960694c"	"aama:gloss"	"bring-back"
"aama:IDccc5e061-135c-4141-af38-7663a960694c"	"aama:lang"	"aama:geez"
"aama:IDccc5e061-135c-4141-af38-7663a960694c"	"aama:lemma"	"astääwr-ä"
"aama:IDccc5e061-135c-4141-af38-7663a960694c"	"aama:lexlabel"	"h'wrST"
"aama:IDccc5e061-135c-4141-af38-7663a960694c"	"aama:pos"	"aama:verb"
"aama:IDccc5e061-135c-4141-af38-7663a960694c"	"aama:rootClass"	"aama:CWC"
"aama:IDccc5e061-135c-4141-af38-7663a960694c"	"aama:stemClass"	"aama:A"
"aama:IDd0865955-12d2-4133-bcad-ed30bb4a78ef"	"a"	"aama:lexid"
"aama:IDd0865955-12d2-4133-bcad-ed30bb4a78ef"	"aama:dervStem"	"aama:B"
"aama:IDd0865955-12d2-4133-bcad-ed30bb4a78ef"	"aama:gloss"	"pardon"
"aama:IDd0865955-12d2-4133-bcad-ed30bb4a78ef"	"aama:lang"	"aama:geez"
"aama:IDd0865955-12d2-4133-bcad-ed30bb4a78ef"	"aama:lemma"	"säräy-ä-säre-ä"
"aama:IDd0865955-12d2-4133-bcad-ed30bb4a78ef"	"aama:lexlabel"	"sryB"
"aama:IDd0865955-12d2-4133-bcad-ed30bb4a78ef"	"aama:pos"	"aama:verb"
"aama:IDd0865955-12d2-4133-bcad-ed30bb4a78ef"	"aama:rootClass"	"aama:CCY"
"aama:IDd0865955-12d2-4133-bcad-ed30bb4a78ef"	"aama:stemClass"	"aama:A1"
"aama:IDd2baa2a4-e349-4df4-ae3f-c3d5832c433b"	"a"	"aama:lexid"
"aama:IDd2baa2a4-e349-4df4-ae3f-c3d5832c433b"	"aama:dervStem"	"aama:St"
"aama:IDd2baa2a4-e349-4df4-ae3f-c3d5832c433b"	"aama:gloss"	"clothe"
"aama:IDd2baa2a4-e349-4df4-ae3f-c3d5832c433b"	"aama:lang"	"aama:geez"
"aama:IDd2baa2a4-e349-4df4-ae3f-c3d5832c433b"	"aama:lemma"	"astälbäs-ä"
"aama:IDd2baa2a4-e349-4df4-ae3f-c3d5832c433b"	"aama:lexlabel"	"lbsST"
"aama:IDd2baa2a4-e349-4df4-ae3f-c3d5832c433b"	"aama:pos"	"aama:verb"
"aama:IDd2baa2a4-e349-4df4-ae3f-c3d5832c433b"	"aama:rootClass"	"aama:CCC"
"aama:IDd2baa2a4-e349-4df4-ae3f-c3d5832c433b"	"aama:stemClass"	"aama:A2"
"aama:IDe0986a60-a146-444e-b153-ed01668e0047"	"a"	"aama:lexid"
"aama:IDe0986a60-a146-444e-b153-ed01668e0047"	"aama:dervStem"	"aama:B"
"aama:IDe0986a60-a146-444e-b153-ed01668e0047"	"aama:gloss"	"speak"
"aama:IDe0986a60-a146-444e-b153-ed01668e0047"	"aama:lang"	"aama:geez"
"aama:IDe0986a60-a146-444e-b153-ed01668e0047"	"aama:lemma"	"nägär-ä"
"aama:IDe0986a60-a146-444e-b153-ed01668e0047"	"aama:lexlabel"	"ngrB"
"aama:IDe0986a60-a146-444e-b153-ed01668e0047"	"aama:pos"	"aama:verb"
"aama:IDe0986a60-a146-444e-b153-ed01668e0047"	"aama:rootClass"	"aama:CCC"
"aama:IDe0986a60-a146-444e-b153-ed01668e0047"	"aama:stemClass"	"aama:A1"
"aama:IDe48a713b-9f77-4b7b-a4b0-1b0f090f11b8"	"a"	"aama:lexid"
"aama:IDe48a713b-9f77-4b7b-a4b0-1b0f090f11b8"	"aama:dervStem"	"aama:B"
"aama:IDe48a713b-9f77-4b7b-a4b0-1b0f090f11b8"	"aama:gloss"	"go"
"aama:IDe48a713b-9f77-4b7b-a4b0-1b0f090f11b8"	"aama:lang"	"aama:geez"
"aama:IDe48a713b-9f77-4b7b-a4b0-1b0f090f11b8"	"aama:lemma"	"ked-ä"
"aama:IDe48a713b-9f77-4b7b-a4b0-1b0f090f11b8"	"aama:lexlabel"	"kydB"
"aama:IDe48a713b-9f77-4b7b-a4b0-1b0f090f11b8"	"aama:pos"	"aama:verb"
"aama:IDe48a713b-9f77-4b7b-a4b0-1b0f090f11b8"	"aama:rootClass"	"aama:CYC"
"aama:IDe48a713b-9f77-4b7b-a4b0-1b0f090f11b8"	"aama:stemClass"	"aama:A"
"aama:IDf3eadbf2-5d92-49a0-a63c-b9b6e00a660f"	"a"	"aama:lexid"
"aama:IDf3eadbf2-5d92-49a0-a63c-b9b6e00a660f"	"aama:dervStem"	"aama:S"
"aama:IDf3eadbf2-5d92-49a0-a63c-b9b6e00a660f"	"aama:gloss"	"choose"
"aama:IDf3eadbf2-5d92-49a0-a63c-b9b6e00a660f"	"aama:lang"	"aama:geez"
"aama:IDf3eadbf2-5d92-49a0-a63c-b9b6e00a660f"	"aama:lemma"	"aräy-ä"
"aama:IDf3eadbf2-5d92-49a0-a63c-b9b6e00a660f"	"aama:lexlabel"	"xryS"
"aama:IDf3eadbf2-5d92-49a0-a63c-b9b6e00a660f"	"aama:pos"	"aama:verb"
"aama:IDf3eadbf2-5d92-49a0-a63c-b9b6e00a660f"	"aama:rootClass"	"aama:CCY"
"aama:IDf3eadbf2-5d92-49a0-a63c-b9b6e00a660f"	"aama:stemClass"	"aama:A2"
"aama:IDf7b6a414-48fa-40db-a442-0c17344b9674"	"a"	"aama:lexid"
"aama:IDf7b6a414-48fa-40db-a442-0c17344b9674"	"aama:dervStem"	"aama:B"
"aama:IDf7b6a414-48fa-40db-a442-0c17344b9674"	"aama:gloss"	"stand"
"aama:IDf7b6a414-48fa-40db-a442-0c17344b9674"	"aama:lang"	"aama:geez"
"aama:IDf7b6a414-48fa-40db-a442-0c17344b9674"	"aama:lemma"	"qom-ä"
"aama:IDf7b6a414-48fa-40db-a442-0c17344b9674"	"aama:lexlabel"	"qwmB"
"aama:IDf7b6a414-48fa-40db-a442-0c17344b9674"	"aama:pos"	"aama:verb"
"aama:IDf7b6a414-48fa-40db-a442-0c17344b9674"	"aama:rootClass"	"aama:CWC"
"aama:IDf7b6a414-48fa-40db-a442-0c17344b9674"	"aama:stemClass"	"aama:A"
"aama:IDf9112983-53d4-409e-821a-ebbe62301328"	"a"	"aama:lexid"
"aama:IDf9112983-53d4-409e-821a-ebbe62301328"	"aama:dervStem"	"aama:T"
"aama:IDf9112983-53d4-409e-821a-ebbe62301328"	"aama:gloss"	"clothe"
"aama:IDf9112983-53d4-409e-821a-ebbe62301328"	"aama:lang"	"aama:geez"
"aama:IDf9112983-53d4-409e-821a-ebbe62301328"	"aama:lemma"	"täläbs-ä"
"aama:IDf9112983-53d4-409e-821a-ebbe62301328"	"aama:lexlabel"	"lbsT"
"aama:IDf9112983-53d4-409e-821a-ebbe62301328"	"aama:pos"	"aama:verb"
"aama:IDf9112983-53d4-409e-821a-ebbe62301328"	"aama:rootClass"	"aama:CCC"
"aama:IDf9112983-53d4-409e-821a-ebbe62301328"	"aama:stemClass"	"aama:A2"
"aama:IDf9a5c702-8aa0-4911-bc5d-98c5c838af09"	"a"	"aama:lexid"
"aama:IDf9a5c702-8aa0-4911-bc5d-98c5c838af09"	"aama:dervStem"	"aama:St"
"aama:IDf9a5c702-8aa0-4911-bc5d-98c5c838af09"	"aama:gloss"	"choose"
"aama:IDf9a5c702-8aa0-4911-bc5d-98c5c838af09"	"aama:lang"	"aama:geez"
"aama:IDf9a5c702-8aa0-4911-bc5d-98c5c838af09"	"aama:lemma"	"astäräy-ä"
"aama:IDf9a5c702-8aa0-4911-bc5d-98c5c838af09"	"aama:lexlabel"	"xryST"
"aama:IDf9a5c702-8aa0-4911-bc5d-98c5c838af09"	"aama:pos"	"aama:verb"
"aama:IDf9a5c702-8aa0-4911-bc5d-98c5c838af09"	"aama:rootClass"	"aama:CCY"
"aama:IDf9a5c702-8aa0-4911-bc5d-98c5c838af09"	"aama:stemClass"	"aama:A2"
"aama:IDfc6c069a-125c-4b69-a1f0-deb7a148a187"	"a"	"aama:lexid"
"aama:IDfc6c069a-125c-4b69-a1f0-deb7a148a187"	"aama:dervStem"	"aama:B"
"aama:IDfc6c069a-125c-4b69-a1f0-deb7a148a187"	"aama:gloss"	"clothe"
"aama:IDfc6c069a-125c-4b69-a1f0-deb7a148a187"	"aama:lang"	"aama:geez"
"aama:IDfc6c069a-125c-4b69-a1f0-deb7a148a187"	"aama:lemma"	"läbs-ä"
"aama:IDfc6c069a-125c-4b69-a1f0-deb7a148a187"	"aama:lexlabel"	"lbsB"
"aama:IDfc6c069a-125c-4b69-a1f0-deb7a148a187"	"aama:pos"	"aama:verb"
"aama:IDfc6c069a-125c-4b69-a1f0-deb7a148a187"	"aama:rootClass"	"aama:CCC"
"aama:IDfc6c069a-125c-4b69-a1f0-deb7a148a187"	"aama:stemClass"	"aama:A2"
