?pdgmlabel	?prop1	?val1
"geez-VCCYBA2Pres"	"person"	"p2"
"geez-VCCYBA2Pres"	"person"	"p3"
"geez-VCCYBA2Pres"	"pos"	"verb"
"geez-VCCYBA2Pres"	"rootClass"	"CCY"
"geez-VCCYBA2Pres"	"stemClass"	"A2"
"geez-VCCYBA2Pres"	"tam"	"present"
"geez-VCCYBA1Past"	"dervStem"	"B"
"geez-VCCYBA1Past"	"gender"	"f"
"geez-VCCYBA1Past"	"gender"	"m"
"geez-VCCYBA1Past"	"gender"	"⊤"
"geez-VCCYBA1Past"	"ns#type"	"Term"
"geez-VCCYBA1Past"	"number"	"pl"
"geez-VCCYBA1Past"	"number"	"sg"
"geez-VCCYBA1Past"	"person"	"p1"
"geez-VCCYBA1Past"	"person"	"p2"
"geez-VCCYBA1Past"	"person"	"p3"
"geez-VCCYBA1Past"	"pos"	"verb"
"geez-VCCYBA1Past"	"rootClass"	"CCY"
"geez-VCCYBA1Past"	"stemClass"	"A1"
"geez-VCCYBA1Past"	"tam"	"past"
"geez-VCCCSPres"	"dervStem"	"S"
"geez-VCCCSPres"	"gender"	"f"
"geez-VCCCSPres"	"gender"	"m"
"geez-VCCCSPres"	"gender"	"⊤"
"geez-VCCCSPres"	"ns#type"	"Term"
"geez-VCCCSPres"	"number"	"pl"
"geez-VCCCSPres"	"number"	"sg"
"geez-VCCCSPres"	"person"	"p1"
"geez-VCCCSPres"	"person"	"p2"
"geez-VCCCSPres"	"person"	"p3"
"geez-VCCCSPres"	"pos"	"verb"
"geez-VCCCSPres"	"rootClass"	"CCC"
"geez-VCCCSPres"	"tam"	"present"
"geez-VWCCBA1Imprtv"	"dervStem"	"B"
"geez-VWCCBA1Imprtv"	"gender"	"f"
"geez-VWCCBA1Imprtv"	"gender"	"m"
"geez-VWCCBA1Imprtv"	"ns#type"	"Term"
"geez-VWCCBA1Imprtv"	"number"	"pl"
"geez-VWCCBA1Imprtv"	"number"	"sg"
"geez-VWCCBA1Imprtv"	"person"	"p2"
"geez-VWCCBA1Imprtv"	"pos"	"verb"
"geez-VWCCBA1Imprtv"	"rootClass"	"WCC"
"geez-VWCCBA1Imprtv"	"stemClass"	"A1"
"geez-VWCCBA1Imprtv"	"tam"	"imperative"
"geez-VCCYBA2Past"	"dervStem"	"B"
"geez-VCCYBA2Past"	"gender"	"f"
"geez-VCCYBA2Past"	"gender"	"m"
"geez-VCCYBA2Past"	"gender"	"⊤"
"geez-VCCYBA2Past"	"ns#type"	"Term"
"geez-VCCYBA2Past"	"number"	"pl"
"geez-VCCYBA2Past"	"number"	"sg"
"geez-VCCYBA2Past"	"person"	"p1"
"geez-VCCYBA2Past"	"person"	"p2"
"geez-VCCYBA2Past"	"person"	"p3"
