?qlexid	?qp	?qo
"aama:IDc4ecc39b-9e4b-4851-873c-39f9816d0bf3"	"aama:langVar"	"aama:sahidic"
"aama:IDc4ecc39b-9e4b-4851-873c-39f9816d0bf3"	"aama:lemma"	"ⲧⲁⲙⲟ"
"aama:IDc4ecc39b-9e4b-4851-873c-39f9816d0bf3"	"aama:lexlabel"	"tamo"
"aama:IDc4ecc39b-9e4b-4851-873c-39f9816d0bf3"	"aama:pos"	"aama:verb"
"aama:IDc4ecc39b-9e4b-4851-873c-39f9816d0bf3"	"aama:transitivity"	"aama:trans"
"aama:IDce5bc59d-50c4-45a7-97b0-001a2a8c2b37"	"a"	"aama:lexid"
"aama:IDce5bc59d-50c4-45a7-97b0-001a2a8c2b37"	"aama:gloss"	"weep"
"aama:IDce5bc59d-50c4-45a7-97b0-001a2a8c2b37"	"aama:lang"	"aama:coptic"
"aama:IDce5bc59d-50c4-45a7-97b0-001a2a8c2b37"	"aama:langVar"	"aama:sahidic"
"aama:IDce5bc59d-50c4-45a7-97b0-001a2a8c2b37"	"aama:lemma"	"ⲣⲓⲙⲉ"
"aama:IDce5bc59d-50c4-45a7-97b0-001a2a8c2b37"	"aama:lexlabel"	"rime"
"aama:IDce5bc59d-50c4-45a7-97b0-001a2a8c2b37"	"aama:pos"	"aama:verb"
"aama:IDce5bc59d-50c4-45a7-97b0-001a2a8c2b37"	"aama:transitivity"	"aama:intransitive"
"aama:IDe9aa8aeb-b07f-45b0-9725-d5c520ca1472"	"a"	"aama:lexid"
"aama:IDe9aa8aeb-b07f-45b0-9725-d5c520ca1472"	"aama:gloss"	"take"
"aama:IDe9aa8aeb-b07f-45b0-9725-d5c520ca1472"	"aama:lang"	"aama:coptic"
"aama:IDe9aa8aeb-b07f-45b0-9725-d5c520ca1472"	"aama:langVar"	"aama:sahidic"
"aama:IDe9aa8aeb-b07f-45b0-9725-d5c520ca1472"	"aama:lemma"	"ϫⲓ"
"aama:IDe9aa8aeb-b07f-45b0-9725-d5c520ca1472"	"aama:lexlabel"	"ji"
"aama:IDe9aa8aeb-b07f-45b0-9725-d5c520ca1472"	"aama:pos"	"aama:verb"
"aama:IDe9aa8aeb-b07f-45b0-9725-d5c520ca1472"	"aama:transitivity"	"aama:trans"
"aama:IDecf8f2aa-a088-424e-a66e-2b0778dd1198"	"a"	"aama:lexid"
"aama:IDecf8f2aa-a088-424e-a66e-2b0778dd1198"	"aama:gloss"	"say"
"aama:IDecf8f2aa-a088-424e-a66e-2b0778dd1198"	"aama:lang"	"aama:coptic"
"aama:IDecf8f2aa-a088-424e-a66e-2b0778dd1198"	"aama:langVar"	"aama:sahidic"
"aama:IDecf8f2aa-a088-424e-a66e-2b0778dd1198"	"aama:lemma"	"ϫⲱ"
"aama:IDecf8f2aa-a088-424e-a66e-2b0778dd1198"	"aama:lexlabel"	"jo"
"aama:IDecf8f2aa-a088-424e-a66e-2b0778dd1198"	"aama:pos"	"aama:verb"
"aama:IDecf8f2aa-a088-424e-a66e-2b0778dd1198"	"aama:transitivity"	"aama:trans"
