?pdgmlabel	?prop1	?val1
"wolaytta-VSmplAffSubjPres-oott"	"pos"	"verb"
"wolaytta-VSmplAffSubjPres-oott"	"tam"	"present"
"wolaytta-VCompNegIndicPresIngr-oott"	"complement"	"compound"
"wolaytta-VCompNegIndicPresIngr-oott"	"gender"	"f"
"wolaytta-VCompNegIndicPresIngr-oott"	"gender"	"m"
"wolaytta-VCompNegIndicPresIngr-oott"	"gender"	"⊤"
"wolaytta-VCompNegIndicPresIngr-oott"	"mood"	"indicative"
"wolaytta-VCompNegIndicPresIngr-oott"	"ns#type"	"Term"
"wolaytta-VCompNegIndicPresIngr-oott"	"number"	"pl"
"wolaytta-VCompNegIndicPresIngr-oott"	"number"	"sg"
"wolaytta-VCompNegIndicPresIngr-oott"	"person"	"p1"
"wolaytta-VCompNegIndicPresIngr-oott"	"person"	"p2"
"wolaytta-VCompNegIndicPresIngr-oott"	"person"	"p3"
"wolaytta-VCompNegIndicPresIngr-oott"	"polarity"	"negative"
"wolaytta-VCompNegIndicPresIngr-oott"	"pos"	"verb"
"wolaytta-VCompNegIndicPresIngr-oott"	"tam"	"presentIngressive"
"wolaytta-VSmplAffInfinitiveMonoradical-m"	"complement"	"simple"
"wolaytta-VSmplAffInfinitiveMonoradical-m"	"gender"	"⊤"
"wolaytta-VSmplAffInfinitiveMonoradical-m"	"mood"	"infinitive"
"wolaytta-VSmplAffInfinitiveMonoradical-m"	"ns#type"	"Term"
"wolaytta-VSmplAffInfinitiveMonoradical-m"	"number"	"⊤"
"wolaytta-VSmplAffInfinitiveMonoradical-m"	"person"	"⊤"
"wolaytta-VSmplAffInfinitiveMonoradical-m"	"polarity"	"affirmative"
"wolaytta-VSmplAffInfinitiveMonoradical-m"	"pos"	"verb"
"wolaytta-VSmplAffInfinitiveMonoradical-m"	"tam"	"U"
"wolaytta-VSmplAffInfinitiveMonoradical-m"	"tam"	"⊤"
"wolaytta-VSmplAffInfinitiveMonoradical-m"	"verbMorphClass"	"monoradical"
"wolaytta-VSmplAffRelPerfMonoradical-y"	"complement"	"simple"
"wolaytta-VSmplAffRelPerfMonoradical-y"	"gender"	"m"
"wolaytta-VSmplAffRelPerfMonoradical-y"	"mood"	"relative"
"wolaytta-VSmplAffRelPerfMonoradical-y"	"ns#type"	"Term"
"wolaytta-VSmplAffRelPerfMonoradical-y"	"number"	"sg"
"wolaytta-VSmplAffRelPerfMonoradical-y"	"person"	"p3"
"wolaytta-VSmplAffRelPerfMonoradical-y"	"polarity"	"affirmative"
"wolaytta-VSmplAffRelPerfMonoradical-y"	"pos"	"verb"
"wolaytta-VSmplAffRelPerfMonoradical-y"	"tam"	"perfect"
"wolaytta-VSmplAffRelPerfMonoradical-y"	"verbMorphClass"	"monoradical"
"wolaytta-VSmplAffRelPerfMonoradical-m"	"complement"	"simple"
"wolaytta-VSmplAffRelPerfMonoradical-m"	"gender"	"⊤"
"wolaytta-VSmplAffRelPerfMonoradical-m"	"mood"	"relative"
"wolaytta-VSmplAffRelPerfMonoradical-m"	"ns#type"	"Term"
"wolaytta-VSmplAffRelPerfMonoradical-m"	"number"	"sg"
"wolaytta-VSmplAffRelPerfMonoradical-m"	"person"	"p2"
"wolaytta-VSmplAffRelPerfMonoradical-m"	"polarity"	"affirmative"
"wolaytta-VSmplAffRelPerfMonoradical-m"	"pos"	"verb"
"wolaytta-VSmplAffRelPerfMonoradical-m"	"tam"	"perfect"
"wolaytta-VSmplAffRelPerfMonoradical-m"	"verbMorphClass"	"monoradical"
"wolaytta-VSmplNegInterrAorProgr-oott"	"complement"	"simple"
"wolaytta-VSmplNegInterrAorProgr-oott"	"gender"	"f"
"wolaytta-VSmplNegInterrAorProgr-oott"	"gender"	"m"
"wolaytta-VSmplNegInterrAorProgr-oott"	"gender"	"⊤"
"wolaytta-VSmplNegInterrAorProgr-oott"	"mood"	"interrogative"
"wolaytta-VSmplNegInterrAorProgr-oott"	"ns#type"	"Term"
"wolaytta-VSmplNegInterrAorProgr-oott"	"number"	"pl"
"wolaytta-VSmplNegInterrAorProgr-oott"	"number"	"sg"
"wolaytta-VSmplNegInterrAorProgr-oott"	"person"	"p1"
"wolaytta-VSmplNegInterrAorProgr-oott"	"person"	"p2"
"wolaytta-VSmplNegInterrAorProgr-oott"	"person"	"p3"
"wolaytta-VSmplNegInterrAorProgr-oott"	"polarity"	"negative"
"wolaytta-VSmplNegInterrAorProgr-oott"	"pos"	"verb"
"wolaytta-VSmplNegInterrAorProgr-oott"	"tam"	"aoristProgressive"
"wolaytta-VSmplNegGerundMonoradical-b"	"complement"	"simple"
"wolaytta-VSmplNegGerundMonoradical-b"	"gender"	"⊤"
"wolaytta-VSmplNegGerundMonoradical-b"	"mood"	"gerund"
"wolaytta-VSmplNegGerundMonoradical-b"	"ns#type"	"Term"
"wolaytta-VSmplNegGerundMonoradical-b"	"number"	"sg"
"wolaytta-VSmplNegGerundMonoradical-b"	"person"	"p1"
"wolaytta-VSmplNegGerundMonoradical-b"	"polarity"	"negative"
"wolaytta-VSmplNegGerundMonoradical-b"	"pos"	"verb"
"wolaytta-VSmplNegGerundMonoradical-b"	"tam"	"U"
"wolaytta-VSmplNegGerundMonoradical-b"	"tam"	"⊤"
"wolaytta-VSmplNegGerundMonoradical-b"	"verbMorphClass"	"monoradical"
"wolaytta-VSmplAffHypothPresMonoradical-g"	"complement"	"simple"
"wolaytta-VSmplAffHypothPresMonoradical-g"	"gender"	"m"
"wolaytta-VSmplAffHypothPresMonoradical-g"	"mood"	"hypothetical"
"wolaytta-VSmplAffHypothPresMonoradical-g"	"ns#type"	"Term"
"wolaytta-VSmplAffHypothPresMonoradical-g"	"number"	"sg"
"wolaytta-VSmplAffHypothPresMonoradical-g"	"person"	"p3"
"wolaytta-VSmplAffHypothPresMonoradical-g"	"polarity"	"affirmative"
"wolaytta-VSmplAffHypothPresMonoradical-g"	"pos"	"verb"
"wolaytta-VSmplAffHypothPresMonoradical-g"	"tam"	"present"
"wolaytta-VSmplAffHypothPresMonoradical-g"	"verbMorphClass"	"monoradical"
"wolaytta-VSmplNegGerundMonoradical-m"	"complement"	"simple"
"wolaytta-VSmplNegGerundMonoradical-m"	"gender"	"⊤"
"wolaytta-VSmplNegGerundMonoradical-m"	"mood"	"gerund"
"wolaytta-VSmplNegGerundMonoradical-m"	"ns#type"	"Term"
"wolaytta-VSmplNegGerundMonoradical-m"	"number"	"sg"
"wolaytta-VSmplNegGerundMonoradical-m"	"person"	"p2"
"wolaytta-VSmplNegGerundMonoradical-m"	"polarity"	"negative"
"wolaytta-VSmplNegGerundMonoradical-m"	"pos"	"verb"
"wolaytta-VSmplNegGerundMonoradical-m"	"tam"	"U"
"wolaytta-VSmplNegGerundMonoradical-m"	"tam"	"⊤"
"wolaytta-VSmplNegGerundMonoradical-m"	"verbMorphClass"	"monoradical"
"wolaytta-VSmplAffSubjFutMonoradical-m"	"complement"	"simple"
"wolaytta-VSmplAffSubjFutMonoradical-m"	"gender"	"⊤"
"wolaytta-VSmplAffSubjFutMonoradical-m"	"mood"	"subjunctivepdgmLex"
"wolaytta-VSmplAffSubjFutMonoradical-m"	"ns#type"	"Term"
"wolaytta-VSmplAffSubjFutMonoradical-m"	"number"	"sg"
"wolaytta-VSmplAffSubjFutMonoradical-m"	"person"	"p2"
"wolaytta-VSmplAffSubjFutMonoradical-m"	"polarity"	"affirmative"
"wolaytta-VSmplAffSubjFutMonoradical-m"	"pos"	"verb"
"wolaytta-VSmplAffSubjFutMonoradical-m"	"tam"	"future"
"wolaytta-VSmplAffSubjFutMonoradical-m"	"verbMorphClass"	"monoradical"
"wolaytta-VSmplAffRelPerfMonoradical-b"	"complement"	"simple"
"wolaytta-VSmplAffRelPerfMonoradical-b"	"gender"	"⊤"
"wolaytta-VSmplAffRelPerfMonoradical-b"	"mood"	"relative"
"wolaytta-VSmplAffRelPerfMonoradical-b"	"ns#type"	"Term"
"wolaytta-VSmplAffRelPerfMonoradical-b"	"number"	"sg"
"wolaytta-VSmplAffRelPerfMonoradical-b"	"person"	"p1"
"wolaytta-VSmplAffRelPerfMonoradical-b"	"polarity"	"affirmative"
"wolaytta-VSmplAffRelPerfMonoradical-b"	"pos"	"verb"
"wolaytta-VSmplAffRelPerfMonoradical-b"	"tam"	"perfect"
"wolaytta-VSmplAffRelPerfMonoradical-b"	"verbMorphClass"	"monoradical"
"wolaytta-PIndepCase"	"case"	"ablative"
"wolaytta-PIndepCase"	"case"	"absolutive"
"wolaytta-PIndepCase"	"case"	"comitative"
"wolaytta-PIndepCase"	"case"	"dative"
"wolaytta-PIndepCase"	"case"	"directive"
"wolaytta-PIndepCase"	"case"	"genitive"
"wolaytta-PIndepCase"	"case"	"locative"
"wolaytta-PIndepCase"	"case"	"object"
"wolaytta-PIndepCase"	"case"	"subject"
"wolaytta-PIndepCase"	"gender"	"f"
"wolaytta-PIndepCase"	"gender"	"m"
"wolaytta-PIndepCase"	"gender"	"⊤"
"wolaytta-PIndepCase"	"ns#type"	"Term"
"wolaytta-PIndepCase"	"number"	"pl"
"wolaytta-PIndepCase"	"number"	"sg"
"wolaytta-PIndepCase"	"person"	"p1"
"wolaytta-PIndepCase"	"person"	"p2"
"wolaytta-PIndepCase"	"person"	"p3"
"wolaytta-PIndepCase"	"pos"	"pronoun"
"wolaytta-PIndepCase"	"proClass"	"indepCase"
"wolaytta-VSmplAffSubjFutMonoradical-b"	"complement"	"simple"
"wolaytta-VSmplAffSubjFutMonoradical-b"	"gender"	"⊤"
"wolaytta-VSmplAffSubjFutMonoradical-b"	"mood"	"subjunctivepdgmLex"
"wolaytta-VSmplAffSubjFutMonoradical-b"	"ns#type"	"Term"
"wolaytta-VSmplAffSubjFutMonoradical-b"	"number"	"sg"
"wolaytta-VSmplAffSubjFutMonoradical-b"	"person"	"p1"
"wolaytta-VSmplAffSubjFutMonoradical-b"	"polarity"	"affirmative"
"wolaytta-VSmplAffSubjFutMonoradical-b"	"pos"	"verb"
"wolaytta-VSmplAffSubjFutMonoradical-b"	"tam"	"future"
"wolaytta-VSmplAffSubjFutMonoradical-b"	"verbMorphClass"	"monoradical"
"wolaytta-VCompAffDesidPast-oott"	"complement"	"compound"
"wolaytta-VCompAffDesidPast-oott"	"gender"	"f"
"wolaytta-VCompAffDesidPast-oott"	"gender"	"m"
"wolaytta-VCompAffDesidPast-oott"	"gender"	"⊤"
"wolaytta-VCompAffDesidPast-oott"	"mood"	"desiderative"
"wolaytta-VCompAffDesidPast-oott"	"ns#type"	"Term"
"wolaytta-VCompAffDesidPast-oott"	"number"	"pl"
"wolaytta-VCompAffDesidPast-oott"	"number"	"sg"
"wolaytta-VCompAffDesidPast-oott"	"person"	"p1"
"wolaytta-VCompAffDesidPast-oott"	"person"	"p2"
"wolaytta-VCompAffDesidPast-oott"	"person"	"p3"
"wolaytta-VCompAffDesidPast-oott"	"polarity"	"affirmative"
"wolaytta-VCompAffDesidPast-oott"	"pos"	"verb"
"wolaytta-VCompAffDesidPast-oott"	"tam"	"past"
"wolaytta-VSmplAffIndicFutMonoradical-y"	"complement"	"simple"
"wolaytta-VSmplAffIndicFutMonoradical-y"	"gender"	"m"
"wolaytta-VSmplAffIndicFutMonoradical-y"	"mood"	"indicative"
"wolaytta-VSmplAffIndicFutMonoradical-y"	"ns#type"	"Term"
"wolaytta-VSmplAffIndicFutMonoradical-y"	"number"	"sg"
"wolaytta-VSmplAffIndicFutMonoradical-y"	"person"	"p3"
"wolaytta-VSmplAffIndicFutMonoradical-y"	"polarity"	"affirmative"
"wolaytta-VSmplAffIndicFutMonoradical-y"	"pos"	"verb"
"wolaytta-VSmplAffIndicFutMonoradical-y"	"tam"	"future"
"wolaytta-VSmplAffIndicFutMonoradical-y"	"verbMorphClass"	"monoradical"
"wolaytta-VSmplAffInterrAorProgr-oott"	"complement"	"simple"
"wolaytta-VSmplAffInterrAorProgr-oott"	"gender"	"f"
"wolaytta-VSmplAffInterrAorProgr-oott"	"gender"	"m"
"wolaytta-VSmplAffInterrAorProgr-oott"	"gender"	"⊤"
"wolaytta-VSmplAffInterrAorProgr-oott"	"mood"	"interrogative"
"wolaytta-VSmplAffInterrAorProgr-oott"	"ns#type"	"Term"
"wolaytta-VSmplAffInterrAorProgr-oott"	"number"	"pl"
"wolaytta-VSmplAffInterrAorProgr-oott"	"number"	"sg"
"wolaytta-VSmplAffInterrAorProgr-oott"	"person"	"p1"
"wolaytta-VSmplAffInterrAorProgr-oott"	"person"	"p2"
"wolaytta-VSmplAffInterrAorProgr-oott"	"person"	"p3"
"wolaytta-VSmplAffInterrAorProgr-oott"	"polarity"	"affirmative"
"wolaytta-VSmplAffInterrAorProgr-oott"	"pos"	"verb"
"wolaytta-VSmplAffInterrAorProgr-oott"	"tam"	"aoristProgressive"
"wolaytta-VSmplAffSubjFut-oott"	"complement"	"simple"
"wolaytta-VSmplAffSubjFut-oott"	"gender"	"f"
"wolaytta-VSmplAffSubjFut-oott"	"gender"	"m"
"wolaytta-VSmplAffSubjFut-oott"	"gender"	"⊤"
"wolaytta-VSmplAffSubjFut-oott"	"mood"	"subjunctivepdgmLex"
"wolaytta-VSmplAffSubjFut-oott"	"ns#type"	"Term"
"wolaytta-VSmplAffSubjFut-oott"	"number"	"pl"
"wolaytta-VSmplAffSubjFut-oott"	"number"	"sg"
"wolaytta-VSmplAffSubjFut-oott"	"person"	"p1"
"wolaytta-VSmplAffSubjFut-oott"	"person"	"p2"
"wolaytta-VSmplAffSubjFut-oott"	"person"	"p3"
"wolaytta-VSmplAffSubjFut-oott"	"polarity"	"affirmative"
"wolaytta-VSmplAffSubjFut-oott"	"pos"	"verb"
"wolaytta-VSmplAffSubjFut-oott"	"tam"	"future"
"wolaytta-VSmplAffIndicAor-utt"	"complement"	"simple"
"wolaytta-VSmplAffIndicAor-utt"	"gender"	"f"
"wolaytta-VSmplAffIndicAor-utt"	"gender"	"m"
"wolaytta-VSmplAffIndicAor-utt"	"gender"	"⊤"
"wolaytta-VSmplAffIndicAor-utt"	"mood"	"indicative"
"wolaytta-VSmplAffIndicAor-utt"	"ns#type"	"Term"
"wolaytta-VSmplAffIndicAor-utt"	"number"	"pl"
"wolaytta-VSmplAffIndicAor-utt"	"number"	"sg"
"wolaytta-VSmplAffIndicAor-utt"	"person"	"p1"
"wolaytta-VSmplAffIndicAor-utt"	"person"	"p2"
"wolaytta-VSmplAffIndicAor-utt"	"person"	"p3"
"wolaytta-VSmplAffIndicAor-utt"	"polarity"	"affirmative"
"wolaytta-VSmplAffIndicAor-utt"	"pos"	"verb"
"wolaytta-VSmplAffIndicAor-utt"	"tam"	"aorist"
"wolaytta-VSmplAffHypothPres-maadd"	"complement"	"simple"
"wolaytta-VSmplAffHypothPres-maadd"	"gender"	"f"
"wolaytta-VSmplAffHypothPres-maadd"	"gender"	"m"
"wolaytta-VSmplAffHypothPres-maadd"	"gender"	"⊤"
"wolaytta-VSmplAffHypothPres-maadd"	"mood"	"hypothetical"
"wolaytta-VSmplAffHypothPres-maadd"	"ns#type"	"Term"
"wolaytta-VSmplAffHypothPres-maadd"	"number"	"pl"
"wolaytta-VSmplAffHypothPres-maadd"	"number"	"sg"
"wolaytta-VSmplAffHypothPres-maadd"	"person"	"p1"
"wolaytta-VSmplAffHypothPres-maadd"	"person"	"p2"
"wolaytta-VSmplAffHypothPres-maadd"	"person"	"p3"
"wolaytta-VSmplAffHypothPres-maadd"	"polarity"	"affirmative"
"wolaytta-VSmplAffHypothPres-maadd"	"pos"	"verb"
"wolaytta-VSmplAffHypothPres-maadd"	"tam"	"present"
"wolaytta-VCompNegPotentialPast-oott"	"complement"	"compound"
"wolaytta-VCompNegPotentialPast-oott"	"gender"	"f"
"wolaytta-VCompNegPotentialPast-oott"	"gender"	"m"
"wolaytta-VCompNegPotentialPast-oott"	"gender"	"⊤"
"wolaytta-VCompNegPotentialPast-oott"	"mood"	"potential"
"wolaytta-VCompNegPotentialPast-oott"	"ns#type"	"Term"
"wolaytta-VCompNegPotentialPast-oott"	"number"	"pl"
"wolaytta-VCompNegPotentialPast-oott"	"number"	"sg"
"wolaytta-VCompNegPotentialPast-oott"	"person"	"p1"
"wolaytta-VCompNegPotentialPast-oott"	"person"	"p2"
"wolaytta-VCompNegPotentialPast-oott"	"person"	"p3"
"wolaytta-VCompNegPotentialPast-oott"	"polarity"	"negative"
"wolaytta-VCompNegPotentialPast-oott"	"pos"	"verb"
"wolaytta-VCompNegPotentialPast-oott"	"tam"	"past"
"wolaytta-VCompNegDesidPast-oott"	"complement"	"compound"
"wolaytta-VCompNegDesidPast-oott"	"gender"	"f"
"wolaytta-VCompNegDesidPast-oott"	"gender"	"m"
"wolaytta-VCompNegDesidPast-oott"	"gender"	"⊤"
"wolaytta-VCompNegDesidPast-oott"	"mood"	"desiderative"
"wolaytta-VCompNegDesidPast-oott"	"ns#type"	"Term"
"wolaytta-VCompNegDesidPast-oott"	"number"	"pl"
"wolaytta-VCompNegDesidPast-oott"	"number"	"sg"
"wolaytta-VCompNegDesidPast-oott"	"person"	"p1"
"wolaytta-VCompNegDesidPast-oott"	"person"	"p2"
"wolaytta-VCompNegDesidPast-oott"	"person"	"p3"
"wolaytta-VCompNegDesidPast-oott"	"polarity"	"negative"
"wolaytta-VCompNegDesidPast-oott"	"pos"	"verb"
"wolaytta-VCompNegDesidPast-oott"	"tam"	"past"
"wolaytta-VSmplNegGerund-oott"	"complement"	"simple"
"wolaytta-VSmplNegGerund-oott"	"gender"	"f"
"wolaytta-VSmplNegGerund-oott"	"gender"	"m"
"wolaytta-VSmplNegGerund-oott"	"gender"	"⊤"
"wolaytta-VSmplNegGerund-oott"	"mood"	"gerund"
"wolaytta-VSmplNegGerund-oott"	"ns#type"	"Term"
"wolaytta-VSmplNegGerund-oott"	"number"	"pl"
"wolaytta-VSmplNegGerund-oott"	"number"	"sg"
"wolaytta-VSmplNegGerund-oott"	"person"	"p1"
"wolaytta-VSmplNegGerund-oott"	"person"	"p2"
"wolaytta-VSmplNegGerund-oott"	"person"	"p3"
"wolaytta-VSmplNegGerund-oott"	"polarity"	"negative"
"wolaytta-VSmplNegGerund-oott"	"pos"	"verb"
"wolaytta-VSmplNegGerund-oott"	"tam"	"U"
"wolaytta-VSmplNegGerund-oott"	"tam"	"⊤"
"wolaytta-VSmplAffGerundPerfMonoradical-m"	"complement"	"simple"
"wolaytta-VSmplAffGerundPerfMonoradical-m"	"gender"	"f"
"wolaytta-VSmplAffGerundPerfMonoradical-m"	"gender"	"m"
"wolaytta-VSmplAffGerundPerfMonoradical-m"	"gender"	"⊤"
"wolaytta-VSmplAffGerundPerfMonoradical-m"	"mood"	"gerund"
"wolaytta-VSmplAffGerundPerfMonoradical-m"	"ns#type"	"Term"
"wolaytta-VSmplAffGerundPerfMonoradical-m"	"number"	"pl"
"wolaytta-VSmplAffGerundPerfMonoradical-m"	"number"	"sg"
"wolaytta-VSmplAffGerundPerfMonoradical-m"	"person"	"p1"
"wolaytta-VSmplAffGerundPerfMonoradical-m"	"person"	"p2"
"wolaytta-VSmplAffGerundPerfMonoradical-m"	"person"	"p3"
"wolaytta-VSmplAffGerundPerfMonoradical-m"	"polarity"	"affirmative"
"wolaytta-VSmplAffGerundPerfMonoradical-m"	"pos"	"verb"
"wolaytta-VSmplAffGerundPerfMonoradical-m"	"tam"	"perfect"
"wolaytta-VSmplAffGerundPerfMonoradical-m"	"verbMorphClass"	"monoradical"
"wolaytta-VSmplAffSubjPastMonoradical-m"	"complement"	"simple"
"wolaytta-VSmplAffSubjPastMonoradical-m"	"gender"	"⊤"
"wolaytta-VSmplAffSubjPastMonoradical-m"	"mood"	"subjunctivepdgmLex"
"wolaytta-VSmplAffSubjPastMonoradical-m"	"ns#type"	"Term"
"wolaytta-VSmplAffSubjPastMonoradical-m"	"number"	"sg"
"wolaytta-VSmplAffSubjPastMonoradical-m"	"person"	"p2"
"wolaytta-VSmplAffSubjPastMonoradical-m"	"polarity"	"affirmative"
"wolaytta-VSmplAffSubjPastMonoradical-m"	"pos"	"verb"
"wolaytta-VSmplAffSubjPastMonoradical-m"	"tam"	"past"
"wolaytta-VSmplAffSubjPastMonoradical-m"	"verbMorphClass"	"monoradical"
"wolaytta-VDervStem"	"dervStem"	"causative"
"wolaytta-VDervStem"	"dervStem"	"causative_causative-1"
"wolaytta-VDervStem"	"dervStem"	"causative_causative-2"
"wolaytta-VDervStem"	"dervStem"	"causative_iterative"
"wolaytta-VDervStem"	"dervStem"	"causative_iterative_causative"
"wolaytta-VDervStem"	"dervStem"	"causative_passive"
"wolaytta-VDervStem"	"dervStem"	"denominativeFromNClass1"
"wolaytta-VDervStem"	"dervStem"	"denominativeFromNClass2"
"wolaytta-VDervStem"	"dervStem"	"denominativeFromNClass3"
"wolaytta-VDervStem"	"dervStem"	"iterative"
"wolaytta-VDervStem"	"dervStem"	"iterative_causative"
"wolaytta-VDervStem"	"dervStem"	"passive"
"wolaytta-VDervStem"	"dervStem"	"passive_causative"
"wolaytta-VDervStem"	"ns#type"	"Term"
"wolaytta-VDervStem"	"pos"	"verb"
"wolaytta-VDervStem"	"verbMorphClass"	"dervStem"
"wolaytta-VSmplAffIndicFutProgr-oott"	"complement"	"simple"
"wolaytta-VSmplAffIndicFutProgr-oott"	"gender"	"f"
"wolaytta-VSmplAffIndicFutProgr-oott"	"gender"	"m"
"wolaytta-VSmplAffIndicFutProgr-oott"	"gender"	"⊤"
"wolaytta-VSmplAffIndicFutProgr-oott"	"mood"	"indicative"
"wolaytta-VSmplAffIndicFutProgr-oott"	"ns#type"	"Term"
"wolaytta-VSmplAffIndicFutProgr-oott"	"number"	"pl"
"wolaytta-VSmplAffIndicFutProgr-oott"	"number"	"sg"
"wolaytta-VSmplAffIndicFutProgr-oott"	"person"	"p1"
"wolaytta-VSmplAffIndicFutProgr-oott"	"person"	"p2"
"wolaytta-VSmplAffIndicFutProgr-oott"	"person"	"p3"
"wolaytta-VSmplAffIndicFutProgr-oott"	"polarity"	"affirmative"
"wolaytta-VSmplAffIndicFutProgr-oott"	"pos"	"verb"
"wolaytta-VSmplAffIndicFutProgr-oott"	"tam"	"futureProgressive"
"wolaytta-VSmplAffInfinitive-oott"	"complement"	"simple"
"wolaytta-VSmplAffInfinitive-oott"	"gender"	"⊤"
"wolaytta-VSmplAffInfinitive-oott"	"mood"	"infinitive"
"wolaytta-VSmplAffInfinitive-oott"	"ns#type"	"Term"
"wolaytta-VSmplAffInfinitive-oott"	"number"	"⊤"
"wolaytta-VSmplAffInfinitive-oott"	"person"	"⊤"
"wolaytta-VSmplAffInfinitive-oott"	"polarity"	"affirmative"
"wolaytta-VSmplAffInfinitive-oott"	"pos"	"verb"
"wolaytta-VSmplAffInfinitive-oott"	"tam"	"U"
"wolaytta-VSmplAffInfinitive-oott"	"tam"	"⊤"
"wolaytta-VSmplAffInterrJuss-oott"	"complement"	"simple"
"wolaytta-VSmplAffInterrJuss-oott"	"gender"	"f"
"wolaytta-VSmplAffInterrJuss-oott"	"gender"	"m"
"wolaytta-VSmplAffInterrJuss-oott"	"gender"	"⊤"
"wolaytta-VSmplAffInterrJuss-oott"	"mood"	"interrogative"
"wolaytta-VSmplAffInterrJuss-oott"	"ns#type"	"Term"
"wolaytta-VSmplAffInterrJuss-oott"	"number"	"pl"
"wolaytta-VSmplAffInterrJuss-oott"	"number"	"sg"
"wolaytta-VSmplAffInterrJuss-oott"	"person"	"p1"
"wolaytta-VSmplAffInterrJuss-oott"	"person"	"p2"
"wolaytta-VSmplAffInterrJuss-oott"	"person"	"p3"
"wolaytta-VSmplAffInterrJuss-oott"	"polarity"	"affirmative"
"wolaytta-VSmplAffInterrJuss-oott"	"pos"	"verb"
"wolaytta-VSmplAffInterrJuss-oott"	"tam"	"jussive"
"wolaytta-VSmplAffGerundImperfMonoradical-m"	"complement"	"simple"
"wolaytta-VSmplAffGerundImperfMonoradical-m"	"gender"	"f"
"wolaytta-VSmplAffGerundImperfMonoradical-m"	"gender"	"m"
"wolaytta-VSmplAffGerundImperfMonoradical-m"	"gender"	"⊤"
"wolaytta-VSmplAffGerundImperfMonoradical-m"	"mood"	"gerund"
"wolaytta-VSmplAffGerundImperfMonoradical-m"	"ns#type"	"Term"
"wolaytta-VSmplAffGerundImperfMonoradical-m"	"number"	"pl"
"wolaytta-VSmplAffGerundImperfMonoradical-m"	"number"	"sg"
"wolaytta-VSmplAffGerundImperfMonoradical-m"	"person"	"p1"
"wolaytta-VSmplAffGerundImperfMonoradical-m"	"person"	"p2"
"wolaytta-VSmplAffGerundImperfMonoradical-m"	"person"	"p3"
"wolaytta-VSmplAffGerundImperfMonoradical-m"	"polarity"	"affirmative"
"wolaytta-VSmplAffGerundImperfMonoradical-m"	"pos"	"verb"
"wolaytta-VSmplAffGerundImperfMonoradical-m"	"tam"	"imperfect"
"wolaytta-VSmplAffGerundImperfMonoradical-m"	"verbMorphClass"	"monoradical"
"wolaytta-VSmplAffIndicFut-oott"	"complement"	"simple"
"wolaytta-VSmplAffIndicFut-oott"	"gender"	"f"
"wolaytta-VSmplAffIndicFut-oott"	"gender"	"m"
"wolaytta-VSmplAffIndicFut-oott"	"gender"	"⊤"
"wolaytta-VSmplAffIndicFut-oott"	"mood"	"indicative"
"wolaytta-VSmplAffIndicFut-oott"	"ns#type"	"Term"
"wolaytta-VSmplAffIndicFut-oott"	"number"	"pl"
"wolaytta-VSmplAffIndicFut-oott"	"number"	"sg"
"wolaytta-VSmplAffIndicFut-oott"	"person"	"p1"
"wolaytta-VSmplAffIndicFut-oott"	"person"	"p2"
"wolaytta-VSmplAffIndicFut-oott"	"person"	"p3"
"wolaytta-VSmplAffIndicFut-oott"	"polarity"	"affirmative"
"wolaytta-VSmplAffIndicFut-oott"	"pos"	"verb"
"wolaytta-VSmplAffIndicFut-oott"	"tam"	"future"
"wolaytta-VSmplAffRelImperf-maadd"	"complement"	"simple"
"wolaytta-VSmplAffRelImperf-maadd"	"gender"	"f"
"wolaytta-VSmplAffRelImperf-maadd"	"gender"	"m"
"wolaytta-VSmplAffRelImperf-maadd"	"gender"	"⊤"
"wolaytta-VSmplAffRelImperf-maadd"	"mood"	"relative"
"wolaytta-VSmplAffRelImperf-maadd"	"ns#type"	"Term"
"wolaytta-VSmplAffRelImperf-maadd"	"number"	"pl"
"wolaytta-VSmplAffRelImperf-maadd"	"number"	"sg"
"wolaytta-VSmplAffRelImperf-maadd"	"person"	"p1"
"wolaytta-VSmplAffRelImperf-maadd"	"person"	"p2"
"wolaytta-VSmplAffRelImperf-maadd"	"person"	"p3"
"wolaytta-VSmplAffRelImperf-maadd"	"polarity"	"affirmative"
"wolaytta-VSmplAffRelImperf-maadd"	"pos"	"verb"
"wolaytta-VSmplAffRelImperf-maadd"	"tam"	"imperfect"
"wolaytta-VSmplAffInfinitiveMonoradical-g"	"complement"	"simple"
"wolaytta-VSmplAffInfinitiveMonoradical-g"	"gender"	"⊤"
"wolaytta-VSmplAffInfinitiveMonoradical-g"	"mood"	"infinitive"
"wolaytta-VSmplAffInfinitiveMonoradical-g"	"ns#type"	"Term"
"wolaytta-VSmplAffInfinitiveMonoradical-g"	"number"	"⊤"
"wolaytta-VSmplAffInfinitiveMonoradical-g"	"person"	"⊤"
"wolaytta-VSmplAffInfinitiveMonoradical-g"	"polarity"	"affirmative"
"wolaytta-VSmplAffInfinitiveMonoradical-g"	"pos"	"verb"
"wolaytta-VSmplAffInfinitiveMonoradical-g"	"tam"	"U"
"wolaytta-VSmplAffInfinitiveMonoradical-g"	"tam"	"⊤"
"wolaytta-VSmplAffInfinitiveMonoradical-g"	"verbMorphClass"	"monoradical"
"wolaytta-VCompAffDesidPastMonoradical-b"	"complement"	"compound"
