?lang	?langVar	?property	?value
"beja"	"arteiga"	"tamStemClass"	"modClass"
"beja"	"arteiga"	"tamStemClass"	"negClass"
"beja"	"arteiga"	"tamStemClass"	"partClass"
"beja"	"arteiga"	"tamStemClass"	"pastClass"
"beja"	"arteiga"	"tamStemClass"	"presClass"
"beja"	"arteiga"	"tamStemClass"	"presSgClass"
"beja"	"arteiga"	"tokenType"	"affix"
"beja"	"arteiga"	"tokenType"	"compound"
"beja"	"arteiga"	"tokenType"	"stem"
"beja"	"atmaan"	"case"	"object"
"beja"	"atmaan"	"case"	"subject"
"beja"	"atmaan"	"caseHead"	"object"
"beja"	"atmaan"	"caseHead"	"subject"
"beja"	"atmaan"	"clauseType"	"relative"
"beja"	"atmaan"	"conjClass"	"irregular"
"beja"	"atmaan"	"conjClass"	"prefix"
"beja"	"atmaan"	"conjClass"	"suffix"
"beja"	"atmaan"	"conjSubType"	"auxPut"
"beja"	"atmaan"	"conjSubType"	"auxTake"
"beja"	"atmaan"	"conjSubType"	"become"
"beja"	"atmaan"	"conjSubType"	"negCop"
"beja"	"atmaan"	"dervStem"	"intensive"
"beja"	"atmaan"	"dervStemAug"	"intensive"
"beja"	"atmaan"	"dervStemAug"	"repetitive"
"beja"	"atmaan"	"dervStemAug"	"simple"
"beja"	"atmaan"	"gender"	"f"
"beja"	"atmaan"	"gender"	"m"
"beja"	"atmaan"	"gender"	"⊤"
"beja"	"atmaan"	"genderHead"	"f"
"beja"	"atmaan"	"genderHead"	"m"
"beja"	"atmaan"	"genderObj"	"f"
"beja"	"atmaan"	"genderObj"	"m"
"beja"	"atmaan"	"genderObj"	"⊤"
"beja"	"atmaan"	"genderPoss"	"f"
"beja"	"atmaan"	"genderPoss"	"m"
"beja"	"atmaan"	"genderPoss"	"⊤"
"beja"	"atmaan"	"headPosition"	"headFollow"
"beja"	"atmaan"	"headPosition"	"headPrecede"
"beja"	"atmaan"	"lang"	"beja"
"beja"	"atmaan"	"langVar"	"atmaan"
"beja"	"atmaan"	"morphClass"	"tenseAspOverview"
"beja"	"atmaan"	"nonFiniteForm"	"nominalAction"
"beja"	"atmaan"	"nonFiniteForm"	"participle"
"beja"	"atmaan"	"ns#type"	"Term"
"beja"	"atmaan"	"ns#type"	"lexid"
"beja"	"atmaan"	"numHead"	"pl"
"beja"	"atmaan"	"numHead"	"sg"
"beja"	"atmaan"	"numObj"	"pl"
"beja"	"atmaan"	"numObj"	"sg"
"beja"	"atmaan"	"number"	"pl"
"beja"	"atmaan"	"number"	"sg"
"beja"	"atmaan"	"number"	"⊤"
"beja"	"atmaan"	"pdgmType"	"Q"
"beja"	"atmaan"	"pdgmType"	"mood"
"beja"	"atmaan"	"pdgmType"	"pdgmOverview"
"beja"	"atmaan"	"pdgmType"	"repetitive"
"beja"	"atmaan"	"persObj"	"p1"
"beja"	"atmaan"	"persObj"	"p2"
"beja"	"atmaan"	"persObj"	"p3"
"beja"	"atmaan"	"person"	"p1"
"beja"	"atmaan"	"person"	"p2"
"beja"	"atmaan"	"person"	"p3"
"beja"	"atmaan"	"person"	"⊤"
"beja"	"atmaan"	"polarity"	"U"
"beja"	"atmaan"	"polarity"	"affirmative"
"beja"	"atmaan"	"polarity"	"negative"
"beja"	"atmaan"	"polarity"	"⊤"
"beja"	"atmaan"	"pos"	"pronoun"
"beja"	"atmaan"	"pos"	"verb"
"beja"	"atmaan"	"proClass"	"independent"
"beja"	"atmaan"	"proClass"	"independentPersonal"
"beja"	"atmaan"	"proClass"	"objSuff"
"beja"	"atmaan"	"proClass"	"objSuffPdgm"
"beja"	"atmaan"	"proClass"	"persSuff"
"beja"	"atmaan"	"proClass"	"possSuff"
"beja"	"atmaan"	"proClass"	"possessive"
"beja"	"atmaan"	"rootClass"	"CHiy"
"beja"	"atmaan"	"rootClass"	"CaC"
"beja"	"atmaan"	"rootClass"	"Cay"
"beja"	"atmaan"	"rootClass"	"CiC"
"beja"	"atmaan"	"rootClass"	"CiCH"
"beja"	"atmaan"	"rootClass"	"CiCaC"
"beja"	"atmaan"	"rootClass"	"CiCiC"
"beja"	"atmaan"	"rootClass"	"CiCiy"
"beja"	"atmaan"	"rootClass"	"Ciy"
"beja"	"atmaan"	"rootClass"	"HaCiC"
"beja"	"atmaan"	"stemClass"	"HamzInitVFin"
"beja"	"atmaan"	"stemClass"	"hFin"
"beja"	"atmaan"	"stemClass"	"hamzFin"
"beja"	"atmaan"	"stemClass"	"hamzInitVFin"
"beja"	"atmaan"	"stemClass"	"vFin1"
"beja"	"atmaan"	"stemClass"	"vFin2"
"beja"	"atmaan"	"stemPattern"	"CiC-"
"beja"	"atmaan"	"stemPattern"	"CiCiC-"
"beja"	"atmaan"	"stemPattern"	"CiCiy-"
"beja"	"atmaan"	"stemPattern"	"HaCiC-"
"beja"	"atmaan"	"strength"	"weak"
"beja"	"atmaan"	"tam"	"aor"
"beja"	"atmaan"	"tam"	"aorist"
"beja"	"atmaan"	"tam"	"future"
"beja"	"atmaan"	"tam"	"imperative"
"beja"	"atmaan"	"tam"	"imperativeJussive1"
"beja"	"atmaan"	"tam"	"imperativeJussive2"
"beja"	"atmaan"	"tam"	"imperativeJussive3"
"beja"	"atmaan"	"tam"	"jussive"
"beja"	"atmaan"	"tam"	"past"
"beja"	"atmaan"	"tam"	"pastPerfect"
"beja"	"atmaan"	"tam"	"present"
"beja"	"atmaan"	"tam"	"presentShort"
"beja"	"atmaan"	"token-frequency"	"frequent"
"beja"	"atmaan"	"token-frequency"	"rare"
"beja"	"atmaan"	"verbMorphClass"	"Q"
"beja"	"atmaan"	"verbMorphClass"	"auxOverview"
"beja"	"atmaan"	"verbMorphClass"	"auxPut"
"beja"	"atmaan"	"verbMorphClass"	"auxTake"
"beja"	"atmaan"	"verbMorphClass"	"become"
"beja"	"atmaan"	"verbMorphClass"	"imprtvOverview"
"beja"	"atmaan"	"verbMorphClass"	"intention"
"beja"	"atmaan"	"verbMorphClass"	"mood"
"beja"	"atmaan"	"verbMorphClass"	"negAux"
"beja"	"atmaan"	"verbMorphClass"	"negCop"
"beja"	"atmaan"	"verbMorphClass"	"nominalizationPatterns"
"beja"	"atmaan"	"verbMorphClass"	"objSuff"
"beja"	"atmaan"	"verbMorphClass"	"objSuffExx"
"beja"	"atmaan"	"verbMorphClass"	"objSuffPdgm"
"beja"	"atmaan"	"verbMorphClass"	"pastPresOverview"
"beja"	"atmaan"	"verbMorphClass"	"pdgmOverview"
"beja"	"atmaan"	"verbMorphClass"	"relSuff"
"beja"	"atmaan"	"verbMorphClass"	"repetitive"
"beja"	"atmaan"	"verbMorphClass"	"subjPref"
"beja"	"atmaan"	"verbMorphClass"	"tenseAspOverview"
"beja"	"atmaan"	"verbMorphClass"	"transVerbPatterns"
"beja"	"beniamer"	"case"	"object"
"beja"	"beniamer"	"case"	"subject"
"beja"	"beniamer"	"conjClass"	"prefix"
"beja"	"beniamer"	"conjClass"	"suffix"
"beja"	"beniamer"	"conjSubType"	"auxFay"
"beja"	"beniamer"	"conjSubType"	"auxHay"
"beja"	"beniamer"	"conjSubType"	"auxKay"
"beja"	"beniamer"	"dervStem"	"M"
"beja"	"beniamer"	"dervStem"	"M1"
"beja"	"beniamer"	"dervStem"	"M2"
"beja"	"beniamer"	"dervStem"	"MS1"
"beja"	"beniamer"	"dervStem"	"MS2"
"beja"	"beniamer"	"dervStem"	"S"
"beja"	"beniamer"	"dervStem"	"S1"
"beja"	"beniamer"	"dervStem"	"S2"
"beja"	"beniamer"	"dervStem"	"SM"
"beja"	"beniamer"	"dervStem"	"base"
"beja"	"beniamer"	"dervStem"	"collaborative"
"beja"	"beniamer"	"dervStem"	"cooperative"
"beja"	"beniamer"	"dervStem"	"reciprocal"
"beja"	"beniamer"	"dervStem"	"reflexive"
"beja"	"beniamer"	"dervStemAug"	"emphatic"
"beja"	"beniamer"	"dervStemAug"	"simple"
"beja"	"beniamer"	"gender"	"f"
"beja"	"beniamer"	"gender"	"m"
"beja"	"beniamer"	"gender"	"⊤"
"beja"	"beniamer"	"genderHead"	"f"
"beja"	"beniamer"	"genderHead"	"m"
"beja"	"beniamer"	"genderPoss"	"f"
"beja"	"beniamer"	"genderPoss"	"m"
"beja"	"beniamer"	"genderPoss"	"⊤"
"beja"	"beniamer"	"lang"	"beja"
"beja"	"beniamer"	"langComp"	"arabic"
"beja"	"beniamer"	"langComp"	"hebrew"
"beja"	"beniamer"	"langVar"	"beniamer"
"beja"	"beniamer"	"morphClass"	"copAn"
"beja"	"beniamer"	"ns#type"	"Term"
"beja"	"beniamer"	"ns#type"	"lexid"
"beja"	"beniamer"	"numHead"	"pl"
"beja"	"beniamer"	"numHead"	"sg"
"beja"	"beniamer"	"number"	"pl"
"beja"	"beniamer"	"number"	"pl2"
"beja"	"beniamer"	"number"	"sg"
"beja"	"beniamer"	"pdgmSubType"	"auxFay"
"beja"	"beniamer"	"pdgmSubType"	"auxHay"
"beja"	"beniamer"	"pdgmSubType"	"auxKay"
"beja"	"beniamer"	"pdgmSubType"	"auxiliary"
"beja"	"beniamer"	"pdgmSubType"	"copAn"
"beja"	"beniamer"	"pdgmSubType"	"possCop"
"beja"	"beniamer"	"pdgmSubType"	"possSuff"
"beja"	"beniamer"	"pdgmType"	"compSem"
"beja"	"beniamer"	"pdgmType"	"compound"
"beja"	"beniamer"	"pdgmType"	"dervStemForm"
"beja"	"beniamer"	"pdgmType"	"prefVsSuff"
"beja"	"beniamer"	"pdgmType"	"rootForm"
"beja"	"beniamer"	"pdgmType"	"stemForm"
"beja"	"beniamer"	"pdgmType"	"stemFormation"
"beja"	"beniamer"	"person"	"p1"
"beja"	"beniamer"	"person"	"p2"
"beja"	"beniamer"	"person"	"p3"
"beja"	"beniamer"	"polarity"	"affirmative"
"beja"	"beniamer"	"polarity"	"negative"
"beja"	"beniamer"	"polarity"	"negativeEmphatic"
"beja"	"beniamer"	"pos"	"pronoun"
"beja"	"beniamer"	"pos"	"verb"
"beja"	"beniamer"	"proClass"	"independent"
"beja"	"beniamer"	"proClass"	"independentPossessive"
"beja"	"beniamer"	"proClass"	"objectSuffix"
"beja"	"beniamer"	"rootClass"	"CC"
"beja"	"beniamer"	"rootClass"	"CCC"
"beja"	"beniamer"	"rootClass"	"CCY"
"beja"	"beniamer"	"rootClass"	"CHC"
"beja"	"beniamer"	"rootClass"	"CaC"
"beja"	"beniamer"	"rootClass"	"CeC"
"beja"	"beniamer"	"stemClass"	"base"
"beja"	"beniamer"	"stemClass"	"baseIntns"
"beja"	"beniamer"	"stemClass"	"causIntrans"
"beja"	"beniamer"	"stemClass"	"causative"
"beja"	"beniamer"	"stemClass"	"passive"
"beja"	"beniamer"	"stemClass"	"reflexive"
"beja"	"beniamer"	"stemFin"	"consonant"
"beja"	"beniamer"	"stemFin"	"vowel"
"beja"	"beniamer"	"stemFin"	"⊤"
"beja"	"beniamer"	"stemType"	"intensive"
"beja"	"beniamer"	"stemType"	"intransitive"
"beja"	"beniamer"	"stemType"	"simple"
"beja"	"beniamer"	"tam"	"conditional"
"beja"	"beniamer"	"tam"	"conditionalPerfect"
"beja"	"beniamer"	"tam"	"conditionalPresent"
"beja"	"beniamer"	"tam"	"future1"
"beja"	"beniamer"	"tam"	"future2"
"beja"	"beniamer"	"tam"	"future2Var"
"beja"	"beniamer"	"tam"	"future3"
"beja"	"beniamer"	"tam"	"imperative"
"beja"	"beniamer"	"tam"	"jussive"
"beja"	"beniamer"	"tam"	"optative"
"beja"	"beniamer"	"tam"	"perfect"
"beja"	"beniamer"	"tam"	"perfectDur"
"beja"	"beniamer"	"tam"	"perfectRel"
"beja"	"beniamer"	"tam"	"pluperfect"
"beja"	"beniamer"	"tam"	"present"
"beja"	"beniamer"	"tam"	"presentDur"
"beja"	"beniamer"	"tam"	"presentRel"
"beja"	"beniamer"	"type"	"imperfect"
"beja"	"beniamer"	"type"	"perfect"
"beja"	"bishari"	"case"	"object"
"beja"	"bishari"	"case"	"oblique"
"beja"	"bishari"	"case"	"possessive"
"beja"	"bishari"	"caseHead"	"genitive"
"beja"	"bishari"	"caseHead"	"nominative"
"beja"	"bishari"	"caseHead"	"object"
"beja"	"bishari"	"caseHead"	"subject"
"beja"	"bishari"	"conjClass"	"prefix"
"beja"	"bishari"	"conjClass"	"prefix2"
"beja"	"bishari"	"conjClass"	"prefix3"
"beja"	"bishari"	"conjClass"	"prefix4"
"beja"	"bishari"	"conjClass"	"prefix5"
"beja"	"bishari"	"conjClass"	"prefixIrregular"
"beja"	"bishari"	"conjClass"	"prefixOther"
"beja"	"bishari"	"conjClass"	"suffix"
"beja"	"bishari"	"dervStem"	"M"
"beja"	"bishari"	"dervStem"	"S"
"beja"	"bishari"	"dervStem"	"SM"
"beja"	"bishari"	"dervStem"	"base"
"beja"	"bishari"	"dervStem"	"causativeCausative"
"beja"	"bishari"	"gender"	"f"
"beja"	"bishari"	"gender"	"m"
"beja"	"bishari"	"gender"	"⊤"
"beja"	"bishari"	"genderCop"	"f"
"beja"	"bishari"	"genderCop"	"m"
"beja"	"bishari"	"genderCop"	"⊤"
"beja"	"bishari"	"genderHead"	"f"
"beja"	"bishari"	"genderHead"	"m"
"beja"	"bishari"	"genderP1"	"f"
"beja"	"bishari"	"genderP1"	"m"
"beja"	"bishari"	"genderP1"	"⊤"
"beja"	"bishari"	"genderPoss"	"f"
"beja"	"bishari"	"genderPoss"	"m"
"beja"	"bishari"	"genderPoss"	"⊤"
"beja"	"bishari"	"lang"	"beja"
"beja"	"bishari"	"langVar"	"arteiga"
"beja"	"bishari"	"langVar"	"bishari"
"beja"	"bishari"	"nonFiniteForm"	"participle"
"beja"	"bishari"	"ns#type"	"Term"
"beja"	"bishari"	"ns#type"	"lexid"
"beja"	"bishari"	"numCop"	"pl"
"beja"	"bishari"	"numCop"	"sg"
"beja"	"bishari"	"numHead"	"pl"
"beja"	"bishari"	"numHead"	"sg"
"beja"	"bishari"	"numP1"	"pl"
"beja"	"bishari"	"numP1"	"sg"
"beja"	"bishari"	"numP2"	"pl"
"beja"	"bishari"	"numP2"	"sg"
"beja"	"bishari"	"numPoss"	"pl"
"beja"	"bishari"	"numPoss"	"sg"
"beja"	"bishari"	"number"	"pl"
"beja"	"bishari"	"number"	"sg"
"beja"	"bishari"	"number"	"⊤"
"beja"	"bishari"	"pdgmType"	"structure"
"beja"	"bishari"	"persCop"	"p1"
"beja"	"bishari"	"persCop"	"p2"
"beja"	"bishari"	"persCop"	"p3"
"beja"	"bishari"	"persP1"	"p1"
"beja"	"bishari"	"persP1"	"p2"
"beja"	"bishari"	"persP1"	"p3"
"beja"	"bishari"	"persP2"	"p1"
"beja"	"bishari"	"persP2"	"p2"
"beja"	"bishari"	"persP2"	"p3"
"beja"	"bishari"	"person"	"p1"
"beja"	"bishari"	"person"	"p2"
"beja"	"bishari"	"person"	"p3"
"beja"	"bishari"	"person"	"⊤"
"beja"	"bishari"	"polarity"	"affirmative"
"beja"	"bishari"	"polarity"	"negative"
"beja"	"bishari"	"pos"	"adjective"
"beja"	"bishari"	"pos"	"pronoun"
"beja"	"bishari"	"pos"	"verb"
"beja"	"bishari"	"proClass"	"datInd"
"beja"	"bishari"	"proClass"	"indObl"
"beja"	"bishari"	"proClass"	"independent"
"beja"	"bishari"	"proClass"	"objSuff"
"beja"	"bishari"	"proClass"	"objSuffWithV"
"beja"	"bishari"	"proClass"	"possInd"
"beja"	"bishari"	"proClass"	"possSuffAbl"
"beja"	"bishari"	"proClass"	"possSuffCop"
"beja"	"bishari"	"proClass"	"possSuffCopExx"
"beja"	"bishari"	"proClass"	"possSuffDat"
"beja"	"bishari"	"proClass"	"possSuffExx"
"beja"	"bishari"	"proClass"	"possSuffGen"
"beja"	"bishari"	"proClass"	"possSuffGenExx"
"beja"	"bishari"	"proClass"	"possSuffNom"
"beja"	"bishari"	"proClass"	"possSuffPlusGen"
"beja"	"bishari"	"proClass"	"reflexive"
"beja"	"bishari"	"proClass"	"subjMarker"
"beja"	"bishari"	"proClass"	"suffComp"
"beja"	"bishari"	"rootClass"	"C"
"beja"	"bishari"	"rootClass"	"CC"
"beja"	"bishari"	"rootClass"	"CCC"
"beja"	"bishari"	"rootClass"	"CCC-a"
"beja"	"bishari"	"rootClass"	"CCC-i"
"beja"	"bishari"	"rootClass"	"CCC-u"
"beja"	"bishari"	"rootClass"	"CCY"
"beja"	"bishari"	"rootClass"	"V"
"beja"	"bishari"	"rootClass"	"V2"
"beja"	"bishari"	"rootClass"	"Vdpth"
"beja"	"bishari"	"tam"	"aorist"
"beja"	"bishari"	"tam"	"conditional"
"beja"	"bishari"	"tam"	"future1"
"beja"	"bishari"	"tam"	"future2"
"beja"	"bishari"	"tam"	"imperative"
"beja"	"bishari"	"tam"	"infinitive"
"beja"	"bishari"	"tam"	"optative"
"beja"	"bishari"	"tam"	"perfect"
"beja"	"bishari"	"tam"	"pluperfect"
"beja"	"bishari"	"tam"	"present"
"beja"	"bishari"	"tam"	"stemQ"
"beja"	"bishari"	"verbMorphClass"	"subjMarker"
"beja"	"hadendowa"	"aspect"	"perfect"
"beja"	"hadendowa"	"aspect"	"present"
"beja"	"hadendowa"	"case"	"accusative"
"beja"	"hadendowa"	"case"	"genitive"
"beja"	"hadendowa"	"case"	"nominative"
"beja"	"hadendowa"	"case"	"object"
"beja"	"hadendowa"	"case"	"possessive"
"beja"	"hadendowa"	"clause"	""
"beja"	"hadendowa"	"clauseType"	""
"beja"	"hadendowa"	"clauseType"	"main"
"beja"	"hadendowa"	"clauseType"	"subordinate"
"beja"	"hadendowa"	"conjClass"	"prefix"
"beja"	"hadendowa"	"conjClass"	"suffix"
"beja"	"hadendowa"	"dervStem"	"B-Freq"
"beja"	"hadendowa"	"dervStem"	"B-Intens"
"beja"	"hadendowa"	"dervStem"	"B-Redup"
"beja"	"hadendowa"	"dervStem"	"M"
"beja"	"hadendowa"	"dervStem"	"S"
"beja"	"hadendowa"	"dervStem"	"base"
"beja"	"hadendowa"	"dervStem"	"intensive"
"beja"	"hadendowa"	"dervStem"	"reciprocal"
"beja"	"hadendowa"	"genPoss"	"f"
"beja"	"hadendowa"	"genPoss"	"m"
"beja"	"hadendowa"	"gender"	"f"
"beja"	"hadendowa"	"gender"	"m"
"beja"	"hadendowa"	"gender"	"⊤"
"beja"	"hadendowa"	"genderHead"	"f"
"beja"	"hadendowa"	"genderHead"	"m"
"beja"	"hadendowa"	"genderN1"	"f"
"beja"	"hadendowa"	"genderN1"	"m"
"beja"	"hadendowa"	"genderN2"	"f"
"beja"	"hadendowa"	"genderN2"	"m"
"beja"	"hadendowa"	"lang"	"beja"
"beja"	"hadendowa"	"langVar"	"arteiga"
"beja"	"hadendowa"	"langVar"	"hadendowa"
"beja"	"hadendowa"	"lexlabel"	"bis"
"beja"	"hadendowa"	"lexlabel"	"dif"
"beja"	"hadendowa"	"mood"	"imperative"
"beja"	"hadendowa"	"mood"	"⊤"
"beja"	"hadendowa"	"nomForm"	"gerund"
"beja"	"hadendowa"	"nomForm"	"nomAgent"
"beja"	"hadendowa"	"nomForm"	"nominalAction"
"beja"	"hadendowa"	"nomForm"	"nominalAgent"
"beja"	"hadendowa"	"nomForm"	"participle"
"beja"	"hadendowa"	"nomForm"	"perfectParticiple"
"beja"	"hadendowa"	"nomForm"	"presentParticitpl"
"beja"	"hadendowa"	"nonFiniteForm"	"gerund"
"beja"	"hadendowa"	"nonFiniteForm"	"nomAgent"
"beja"	"hadendowa"	"nonFiniteForm"	"nominalAction"
"beja"	"hadendowa"	"nonFiniteForm"	"nominalAgent"
"beja"	"hadendowa"	"nonFiniteForm"	"participle"
"beja"	"hadendowa"	"nonFiniteForm"	"perfectParticiple"
"beja"	"hadendowa"	"nonFiniteForm"	"presentParticiple"
"beja"	"hadendowa"	"nounMorphClass"	"genAdjPart"
"beja"	"hadendowa"	"nounMorphClass"	"genBeforePossSuff"
"beja"	"hadendowa"	"nounMorphClass"	"numOrd"
"beja"	"hadendowa"	"nounMorphClass"	"numeral"
"beja"	"hadendowa"	"ns#type"	"Term"
"beja"	"hadendowa"	"ns#type"	"lexid"
"beja"	"hadendowa"	"numHead"	"pl"
"beja"	"hadendowa"	"numHead"	"sg"
"beja"	"hadendowa"	"numHead"	"⊤"
"beja"	"hadendowa"	"numN1"	"pl"
"beja"	"hadendowa"	"numN1"	"sg"
"beja"	"hadendowa"	"numN1"	"⊤"
"beja"	"hadendowa"	"numPoss"	"pl"
"beja"	"hadendowa"	"numPoss"	"sg"
"beja"	"hadendowa"	"number"	"p1"
"beja"	"hadendowa"	"number"	"pl"
"beja"	"hadendowa"	"number"	"sg"
"beja"	"hadendowa"	"number"	"⊤"
"beja"	"hadendowa"	"numeralGloss"	"10"
"beja"	"hadendowa"	"numeralGloss"	"100"
"beja"	"hadendowa"	"numeralGloss"	"1000"
"beja"	"hadendowa"	"numeralGloss"	"11"
"beja"	"hadendowa"	"numeralGloss"	"110"
"beja"	"hadendowa"	"numeralGloss"	"12"
"beja"	"hadendowa"	"numeralGloss"	"13"
"beja"	"hadendowa"	"numeralGloss"	"14"
"beja"	"hadendowa"	"numeralGloss"	"15"
"beja"	"hadendowa"	"numeralGloss"	"16"
"beja"	"hadendowa"	"numeralGloss"	"17"
"beja"	"hadendowa"	"numeralGloss"	"18"
"beja"	"hadendowa"	"numeralGloss"	"19"
"beja"	"hadendowa"	"numeralGloss"	"20"
"beja"	"hadendowa"	"numeralGloss"	"200"
"beja"	"hadendowa"	"numeralGloss"	"2000"
"beja"	"hadendowa"	"numeralGloss"	"21"
"beja"	"hadendowa"	"numeralGloss"	"22"
"beja"	"hadendowa"	"numeralGloss"	"23"
"beja"	"hadendowa"	"numeralGloss"	"24"
"beja"	"hadendowa"	"numeralGloss"	"25"
"beja"	"hadendowa"	"numeralGloss"	"26"
"beja"	"hadendowa"	"numeralGloss"	"27"
"beja"	"hadendowa"	"numeralGloss"	"28"
"beja"	"hadendowa"	"numeralGloss"	"29"
"beja"	"hadendowa"	"numeralGloss"	"30"
"beja"	"hadendowa"	"numeralGloss"	"300"
"beja"	"hadendowa"	"numeralGloss"	"31"
"beja"	"hadendowa"	"numeralGloss"	"32"
"beja"	"hadendowa"	"numeralGloss"	"4"
"beja"	"hadendowa"	"numeralGloss"	"40"
"beja"	"hadendowa"	"numeralGloss"	"5"
"beja"	"hadendowa"	"numeralGloss"	"50"
"beja"	"hadendowa"	"numeralGloss"	"6"
"beja"	"hadendowa"	"numeralGloss"	"60"
"beja"	"hadendowa"	"numeralGloss"	"7"
"beja"	"hadendowa"	"numeralGloss"	"70"
"beja"	"hadendowa"	"numeralGloss"	"8"
"beja"	"hadendowa"	"numeralGloss"	"80"
"beja"	"hadendowa"	"numeralGloss"	"9"
"beja"	"hadendowa"	"numeralGloss"	"90"
"beja"	"hadendowa"	"numeralGloss"	"p1"
"beja"	"hadendowa"	"numeralGloss"	"p2"
"beja"	"hadendowa"	"numeralGloss"	"p3"
"beja"	"hadendowa"	"numeralGloss"	"⊤"
"beja"	"hadendowa"	"pdgmType"	"structure"
"beja"	"hadendowa"	"person"	"p1"
"beja"	"hadendowa"	"person"	"p2"
"beja"	"hadendowa"	"person"	"p3"
"beja"	"hadendowa"	"person"	"pl"
"beja"	"hadendowa"	"person"	"sg"
"beja"	"hadendowa"	"person"	"⊤"
"beja"	"hadendowa"	"polarity"	"U"
"beja"	"hadendowa"	"polarity"	"aff"
"beja"	"hadendowa"	"polarity"	"affirmative"
"beja"	"hadendowa"	"polarity"	"negative"
"beja"	"hadendowa"	"polarity"	"⊤"
"beja"	"hadendowa"	"pos"	"noun"
"beja"	"hadendowa"	"pos"	"pro"
"beja"	"hadendowa"	"pos"	"pronoun"
"beja"	"hadendowa"	"pos"	"verb"
"beja"	"hadendowa"	"proClass"	"artDef"
"beja"	"hadendowa"	"proClass"	"gen_PossPred"
"beja"	"hadendowa"	"proClass"	"independent"
"beja"	"hadendowa"	"proClass"	"interrogative"
"beja"	"hadendowa"	"proClass"	"possInd"
"beja"	"hadendowa"	"proClass"	"possSuff"
"beja"	"hadendowa"	"rootClass"	"CC"
"beja"	"hadendowa"	"rootClass"	"CCC"
"beja"	"hadendowa"	"tam"	"conditional"
"beja"	"hadendowa"	"tam"	"conditionalPerfect"
"beja"	"hadendowa"	"tam"	"conditionalPredicative"
"beja"	"hadendowa"	"tam"	"future"
"beja"	"hadendowa"	"tam"	"gerund"
"beja"	"hadendowa"	"tam"	"imperative"
"beja"	"hadendowa"	"tam"	"optative"
"beja"	"hadendowa"	"tam"	"past"
"beja"	"hadendowa"	"tam"	"pastContinuous"
"beja"	"hadendowa"	"tam"	"perfectPast"
"beja"	"hadendowa"	"tam"	"predicative"
"beja"	"hadendowa"	"tam"	"prefectPast"
"beja"	"hadendowa"	"tam"	"present"
"beja"	"hadendowa"	"tam"	"presentContinuous"
"beja"	"hadendowa"	"tam"	"⊤"
"beja"	"hadendowa"	"verbMorphClass"	"dervStemForm"
"beja"	"hadendowa"	"verbMorphClass"	"formation"
"beja"	"hadendowa"	"verbMorphClass"	"nomForm"
"beja"	"hadendowa"	"verbMorphClass"	"subjMarker"
"bilin"		"aspect"	"imperfective"
"bilin"		"aspect"	"perfective"
"bilin"		"case"	"absolutive"
"bilin"		"case"	"object"
"bilin"		"case"	"objectSuff"
"bilin"		"case"	"oblique"
"bilin"		"clauseType"	""
"bilin"		"clauseType"	"advAt1"
"bilin"		"clauseType"	"advAt2"
"bilin"		"clauseType"	"advCause"
"bilin"		"clauseType"	"advCompl"
"bilin"		"clauseType"	"advCond"
"bilin"		"clauseType"	"advConsec"
"bilin"		"clauseType"	"advFutCond"
"bilin"		"clauseType"	"advPurp"
"bilin"		"clauseType"	"advUntil"
"bilin"		"clauseType"	"advWhen"
"bilin"		"clauseType"	"advWhile"
"bilin"		"clauseType"	"main"
"bilin"		"clauseType"	"relObliq"
"bilin"		"clauseType"	"relSubj"
"bilin"		"conjClass"	"conjugation1"
"bilin"		"conjClass"	"conjugation2"
"bilin"		"conjClass"	"conjugation3"
"bilin"		"copType"	"copLoc"
"bilin"		"copType"	"copMain"
"bilin"		"dervStem"	"M"
"bilin"		"dervStem"	"M-Freq"
"bilin"		"dervStem"	"S"
"bilin"		"dervStem"	"S-Recip"
"bilin"		"dervStem"	"S2"
"bilin"		"dervStem"	"frequentative"
"bilin"		"dervStem"	"reciprocal"
"bilin"		"finiteForm"	"agent"
"bilin"		"finiteForm"	"infinitive"
"bilin"		"gender"	"f"
"bilin"		"gender"	"m"
"bilin"		"gender"	"⊤"
"bilin"		"lang"	"bilin"
"bilin"		"lang"	"kemant"
"bilin"		"ns#type"	"Term"
"bilin"		"ns#type"	"lexid"
"bilin"		"number"	"pl"
"bilin"		"number"	"sg"
"bilin"		"number"	"⊤"
"bilin"		"numberGenderHead"	""
"bilin"		"numberGenderHead"	"U"
"bilin"		"numberGenderHead"	"headPl"
"bilin"		"numberGenderHead"	"headSgf"
"bilin"		"numberGenderHead"	"headSgm"
"bilin"		"numberGenderHead"	"⊤"
"bilin"		"pdgmType"	"comparative"
"bilin"		"person"	"p1"
"bilin"		"person"	"p2"
"bilin"		"person"	"p3"
"bilin"		"person"	"⊤"
"bilin"		"pngSet"	""
"bilin"		"pngSet"	"U"
"bilin"		"pngSet"	"pngA"
"bilin"		"pngSet"	"pngA2"
"bilin"		"pngSet"	"pngB"
"bilin"		"pngSet"	"pngC"
"bilin"		"pngSet"	"⊤"
"bilin"		"polarity"	"U"
"bilin"		"polarity"	"affirmative"
"bilin"		"polarity"	"negative"
"bilin"		"polarity"	"⊤"
"bilin"		"pos"	"pronoun"
"bilin"		"pos"	"verb"
"bilin"		"proClass"	"independent"
"bilin"		"tam"	"U"
"bilin"		"tam"	"future"
